# Vocabulaire des themes appris sur le corpus (corpus.ApprendreThemes) : ne pas modifier a la main.
# langue	theme	racine	poids
en	sport_nutrition	amino	6.14
en	sciences	ammonia	6.88
en	sciences	ammonian	6.66
en	sciences	ammonium	4.26
en	sante	among	1.60
en	fiction	amoral	5.57
en	finance	amount	1.82
en	images_ia	amp	4.88
en	sciences	amu	6.91
en	fiction	amus	4.66
en	donnees_ia	analys	1.64
en	sante	analys	1.26
en	donnees_ia	analysi	2.51
en	emploi_carriere	analyst	3.28
en	finance	analyst	1.60
en	donnees_ia	analytic	1.72
en	emploi_carriere	analytic	1.03
en	marketing_business	analytic	2.75
en	emploi_carriere	analytical	2.05
en	maths	analytical	1.49
en	sciences	analytical	1.61
en	donnees_ia	analyz	1.67
en	images_ia	anatomy	2.53
en	philosophie_religion	ancestor	2.69
en	histoire_societe	ancient	3.40
en	philosophie_religion	ancient	1.14
en	jeux_video	andrea	4.43
en	informatique_materiel	android	3.70
en	animaux	andy	3.35
en	philosophie_religion	angel	1.54
en	voyage	angel	1.27
en	fiction	anger	3.33
en	images_ia	angl	1.34
en	maths	angl	2.69
en	fiction	angry	3.26
en	web	angular	4.46
en	cinema_series	anim	4.17
en	images_ia	anim	1.25
en	animaux	animal	1.96
en	images_ia	animal	1.22
en	cinema_series	animat	3.15
en	cinema_series	animati	2.49
en	jeux_video	animati	1.49
en	relations_psychologie	animati	1.50
en	web	animati	1.27
en	donnees_ia	ann	2.22
en	relations_psychologie	anniversary	1.98
en	programmation	annotati	2.95
en	finance	announc	1.21
en	jeux_video	announc	1.02
en	redaction_pro	announc	1.10
en	fiction	annoy	3.28
en	finance	annual	3.25
en	redaction_pro	annual	1.17
en	finance	annually	4.01
en	emploi_carriere	anonymiz	1.03
en	redaction_pro	anonymiz	4.22
en	programmation	anonymou	1.72
en	fiction	antagonist	4.11
en	histoire_societe	anti	1.73
en	sante	anti	2.03
en	sante	antibiotic	5.14
en	droit	anticipat	1.67
en	sante	antimicrobial	4.98
en	relations_psychologie	anxiety	3.92
en	sante	anxiety	2.43
en	fiction	anyon	2.96
en	fiction	anyth	2.38
en	redaction_pro	anytim	2.65
en	fiction	anyway	2.85
en	sante	aortic	5.33
en	web	apa	2.00
en	programmation	apach	2.48
en	fiction	apartment	3.13
en	programmation	api	2.11
en	web	api	1.67
en	fiction	apocalyps	3.36
en	histoire_societe	apocalyptic	2.96
en	redaction_pro	apologi	3.52
en	fiction	apologiz	2.78
en	redaction_pro	apologiz	1.61
en	informatique_materiel	app	1.24
en	programmation	app	1.09
en	web	app	1.51
en	images_ia	apparel	5.40
en	programmation	appdata	4.87
en	droit	appeal	2.72
en	fiction	appearanc	2.93
en	droit	appellat	6.61
en	donnees_ia	append	1.51
en	programmation	append	3.03
en	web	appendchild	3.05
en	cuisine	appetiz	6.49
en	cuisine	appl	1.88
en	images_ia	appl	1.38
en	images_ia	appli	3.03
en	droit	applicabl	3.23
en	emploi_carriere	applicant	3.49
en	images_ia	applicati	1.94
en	droit	apply	1.16
en	emploi_carriere	apply	1.59
en	droit	appoint	2.35
en	droit	appointment	1.55
en	redaction_pro	appointment	2.69
en	redaction_pro	appreciat	3.13
en	redaction_pro	appreciati	2.38
en	donnees_ia	approach	1.65
en	droit	appropriat	1.13
en	droit	approv	1.35
en	redaction_pro	approv	2.99
en	droit	approval	1.64
en	redaction_pro	approval	3.44
en	maths	approximat	2.92
en	maths	approximately	1.12
en	web	approximately	1.53
en	maths	approximati	3.56
en	redaction_pro	april	1.89
en	histoire_societe	arab	3.55
en	emploi_carriere	arabia	1.78
en	histoire_societe	arabia	2.40
en	langues_traduction	arabic	3.07
en	marketing_business	arabic	1.47
en	programmation	arbitrary	1.67
en	droit	arbitrati	5.99
en	images_ia	arch	1.61
en	informatique_materiel	arch	1.92
en	fiction	archery	4.40
en	emploi_carriere	architect	2.65
en	donnees_ia	architectur	2.20
en	images_ia	architectur	2.15
en	web	archiv	1.44
en	programmation	arduino	2.81
en	maths	area	1.00
en	fiction	aren	2.75
en	programmation	arg	3.74
en	sciences	arg	1.17
en	programmation	argc	5.78
en	histoire_societe	argentina	2.84
en	droit	argu	1.82
en	philosophie_religion	argu	1.91
en	philosophie_religion	argument	1.81
en	programmation	argument	1.74
en	education	argumentativ	5.17
en	programmation	argv	6.22
en	web	aria	3.20
en	web	arial	4.93
en	droit	aris	3.06
en	programmation	arithmetic	2.47
en	fiction	arm	2.79
en	droit	armed	2.10
en	histoire_societe	armed	2.77
en	fiction	armor	3.19
en	histoire_societe	army	2.01
en	images_ia	aroma	3.22
en	fiction	around	2.40
en	programmation	arr	5.39
en	redaction_pro	arrang	2.23
en	droit	arrangement	1.83
en	redaction_pro	arrangement	2.33
en	programmation	array	3.28
en	programmation	arraylist	4.64
en	droit	arrest	1.97
en	fiction	arrest	3.20
en	fiction	arriv	3.01
en	voyage	arrival	1.19
en	fiction	arrogant	4.18
en	images_ia	arrow	1.99
en	images_ia	art	3.53
en	images_ia	arta	6.47
en	images_ia	artan	6.59
en	sante	artery	3.81
en	images_ia	artgerm	6.47
en	sante	arthriti	5.63
en	finance	articl	2.27
en	donnees_ia	artificial	2.76
en	images_ia	artist	2.33
en	musique	artist	2.44
en	images_ia	artistic	3.31
en	images_ia	artminimalist	6.53
en	images_ia	artstati	6.93
en	images_ia	artwork	5.63
en	musique	arya	2.73
en	redaction_pro	asap	4.36
en	programmation	ascend	1.82
en	animaux	ascii	2.45
en	images_ia	ascii	1.83
en	programmation	ascii	1.51
en	jeux_video	ash	1.98
en	histoire_societe	asia	3.83
en	histoire_societe	asian	2.20
en	relations_psychologie	asian	2.10
en	fiction	ask	2.06
en	fiction	asked	2.23
en	philosophie_religion	asker	7.04
en	redaction_pro	asking	2.13
en	informatique_materiel	asleep	2.35
en	jeux_video	asleep	2.44
en	web	asp	3.70
en	droit	aspect	1.06
en	emploi_carriere	aspirati	2.72
en	fiction	assassin	5.29
en	histoire_societe	assassinat	3.63
en	droit	assault	2.59
en	programmation	assembly	1.89
en	programmation	assert	2.33
en	fiction	assertiv	5.31
en	donnees_ia	asses	1.11
en	sante	asses	2.04
en	sante	assess	2.20
en	education	assessment	1.55
en	sante	assessment	1.54
en	finance	asset	2.89
en	programmation	assign	1.03
en	education	assignment	2.95
en	redaction_pro	assist	1.80
en	redaction_pro	assistanc	2.54
en	emploi_carriere	assistant	1.78
en	philosophie_religion	associat	1.10
en	sante	associat	2.23
en	sante	associati	1.89
en	maths	assum	1.56
en	redaction_pro	assur	2.62
en	emploi_carriere	assuranc	3.75
en	sport_nutrition	ast	3.29
en	sciences	asteroid	2.78
en	sciences	astronomy	6.07
en	donnees_ia	astyp	4.93
en	programmation	async	4.56
en	programmation	asyncio	4.59
en	jeux_video	atari	4.80
en	cuisine	ate	2.10
en	philosophie_religion	atheist	5.94
en	voyage	athen	3.66
en	images_ia	athletic	1.76
en	histoire_societe	atlantic	2.61
en	sciences	atmospher	2.71
en	sciences	atmospheric	3.05
en	sciences	atom	6.72
en	histoire_societe	atomic	1.54
en	sciences	atomic	4.27
en	sciences	atp	4.61
en	emploi_carriere	ats	4.59
en	redaction_pro	attach	3.55
en	redaction_pro	attachment	2.89
en	droit	attempt	1.13
en	education	attend	1.44
en	redaction_pro	attend	2.03
en	redaction_pro	attenti	1.29
en	images_ia	attir	1.81
en	philosophie_religion	attitud	1.03
en	droit	attorney	6.64
en	programmation	attr	2.94
en	marketing_business	attract	1.41
en	voyage	attracti	3.48
en	donnees_ia	attribut	1.25
en	programmation	attribut	1.69
en	donnees_ia	attributeerror	2.29
en	programmation	attributeerror	2.71
en	donnees_ia	auc	5.17
en	marketing_business	audienc	2.53
en	informatique_materiel	audio	1.26
en	musique	audio	2.06
en	finance	audit	1.66
en	redaction_pro	audit	2.57
en	donnees_ia	auditory	3.25
en	redaction_pro	aug	3.09
en	redaction_pro	august	2.30
en	voyage	august	1.49
en	fiction	aunt	4.69
en	histoire_societe	australia	2.31
en	voyage	australia	1.49
en	droit	australian	1.67
en	histoire_societe	australian	1.85
en	histoire_societe	austria	4.00
en	programmation	auth	2.73
en	cuisine	authentic	1.92
en	programmation	authenticati	1.78
en	droit	authoris	4.21
en	histoire_societe	authoritarian	4.14
en	langues_traduction	authoritativ	4.63
en	droit	authoriti	3.30
en	droit	authority	2.53
en	histoire_societe	authority	1.13
en	philosophie_religion	authority	1.53
en	droit	authoriz	2.70
en	programmation	auto	1.41
en	web	auto	1.94
en	sante	autoimmun	5.49
en	donnees_ia	automat	1.55
en	marketing_business	automat	1.75
en	marketing_business	automati	1.85
en	web	automati	2.33
en	donnees_ia	automatic	1.86
en	informatique_materiel	automatically	1.03
en	emploi_carriere	automotiv	2.42
en	images_ia	automotiv	2.82
en	voyage	autumn	2.95
en	redaction_pro	availability	2.83
en	redaction_pro	availabl	1.41
en	web	avalic	4.26
en	finance	averag	3.27
en	sport_nutrition	avocado	3.90
en	sciences	avogadro	6.75
en	voyage	avoid	1.65
en	voyage	avoidanc	6.51
en	programmation	await	2.28
en	fiction	awaken	3.37
en	droit	awar	1.07
en	redaction_pro	awar	1.18
en	droit	award	1.38
en	education	award	1.16
en	marketing_business	awarenes	2.17
en	sante	awarenes	1.57
en	fiction	away	3.02
en	fiction	awkward	6.74
en	fiction	awkwardly	6.03
en	programmation	aws	2.19
en	donnees_ia	axi	2.15
en	maths	axi	2.27
en	histoire_societe	aztec	4.56
en	sciences	azurian	6.98
en	fiction	babi	3.84
en	fiction	baby	2.76
en	fiction	babyish	5.42
en	cuisine	bac	3.78
en	education	bachelor	2.54
en	emploi_carriere	bachelor	3.08
en	fiction	back	2.06
en	images_ia	backdrop	2.78
en	web	backend	3.91
en	images_ia	background	2.66
en	web	background	1.19
en	voyage	backpack	3.12
en	fiction	backstory	3.73
en	informatique_materiel	backup	1.91
en	sante	bacteria	2.12
en	sciences	bacteria	3.03
en	sante	bacterial	4.40
en	fiction	baffl	4.27
en	cuisine	bag	1.04
en	marketing_business	bait	2.97
en	cuisine	bak	5.29
en	cuisine	baked	2.80
en	cuisine	baking	5.20
en	finance	balanc	1.99
en	images_ia	balayag	6.30
en	web	ball	1.88
en	cuisine	banana	3.01
en	musique	band	3.46
en	sciences	bang	1.63
en	finance	bank	2.95
en	histoire_societe	bann	1.28
en	web	bann	1.31
en	fiction	bant	6.08
en	cuisine	barbecu	3.41
en	voyage	barcelona	5.34
en	fiction	barefoot	5.17
en	fiction	barely	4.17
en	images_ia	barista	5.50
en	animaux	bark	3.71
en	sante	barri	1.92
en	programmation	bas	1.00
en	programmation	base64	2.82
en	programmation	bash	4.80
en	droit	basi	2.27
en	finance	basi	1.24
en	web	basset	4.28
en	donnees_ia	batch	2.90
en	fiction	bath	3.03
en	fiction	bathroom	3.50
en	cinema_series	batman	1.85
en	fiction	batman	3.08
en	sciences	batteri	3.19
en	informatique_materiel	battery	1.73
en	fiction	battl	2.62
en	histoire_societe	battl	1.10
en	voyage	beach	1.78
en	sciences	beam	1.63
en	cuisine	bean	2.47
en	jeux_video	beat	1.04
en	musique	beat	2.15
en	poesie_paroles	beat	1.51
en	fiction	beaten	3.78
en	fiction	beautiful	2.47
en	images_ia	beautiful	1.32
en	images_ia	beauty	1.89
en	poesie_paroles	beauty	1.09
en	fiction	becam	2.30
en	histoire_societe	becam	1.29
en	fiction	becom	2.08
en	fiction	bed	3.25
en	fiction	bedroom	2.96
en	cuisine	beef	5.11
en	fiction	befor	1.86
en	fiction	befriend	3.97
en	fiction	began	2.77
en	fiction	begin	2.27
en	droit	behalf	2.14
en	redaction_pro	behalf	2.42
en	sante	behavioral	3.48
en	droit	behaviour	1.38
en	fiction	behind	2.66
en	fiction	being	1.74
en	histoire_societe	beiyang	6.50
en	sante	belal	7.41
en	droit	belaru	3.71
en	histoire_societe	belaru	2.87
en	histoire_societe	belief	1.37
en	philosophie_religion	belief	2.91
en	philosophie_religion	believ	1.70
en	cuisine	bell	1.94
en	musique	bell	1.64
en	sport_nutrition	belly	1.63
en	histoire_societe	belong	1.21
en	fiction	belov	3.74
en	redaction_pro	below	1.48
en	sciences	belt	1.60
en	sport_nutrition	bench	2.80
en	fiction	bend	3.13
en	fiction	beneath	3.49
en	sante	beneficial	1.66
en	voyage	beneficial	1.74
en	marketing_business	benefit	1.02
en	sante	benefit	1.62
en	images_ia	bentley	5.32
en	histoire_societe	berlin	2.62
en	donnees_ia	bert	3.94
en	finance	beta	1.72
en	sport_nutrition	beta	1.76
en	relations_psychologie	between	1.10
en	images_ia	beverag	2.58
en	droit	beyond	1.20
en	philosophie_religion	beyond	1.89
en	donnees_ia	bia	2.83
en	donnees_ia	bias	2.12
en	philosophie_religion	bibl	6.17
en	philosophie_religion	biblical	3.34
en	histoire_societe	biden	3.35
en	fiction	big	2.08
en	sante	bilateral	2.58
en	droit	bill	1.10
en	finance	bill	1.11
en	redaction_pro	bill	1.52
en	finance	billi	2.38
en	programmation	bin	3.06
en	finance	binanc	3.68
en	donnees_ia	binary	1.78
en	programmation	binary	2.31
en	droit	bind	2.31
en	sciences	bind	1.01
en	sport_nutrition	bind	2.88
en	informatique_materiel	bio	3.15
en	sante	biological	2.15
en	sciences	biological	1.98
en	sciences	biology	4.44
en	sante	biomark	4.65
en	animaux	bird	1.86
en	images_ia	bird	1.29
en	poesie_paroles	bird	1.17
en	cinema_series	birth	1.86
en	philosophie_religion	birth	1.02
en	poesie_paroles	birthday	2.06
en	relations_psychologie	birthday	2.97
en	finance	bitcoin	4.48
en	fiction	bitt	3.50
en	fiction	bizarr	3.14
en	musique	blackpink	5.44
en	fiction	bladd	3.72
en	web	blank	1.24
en	fiction	blanket	3.26
en	jeux_video	blast	1.56
en	sante	bleed	2.12
en	cuisine	blend	1.35
en	images_ia	blend	1.21
en	fiction	blind	2.96
en	images_ia	blis	4.45
en	histoire_societe	bloc	5.10
en	images_ia	block	2.30
en	finance	blockchain	2.91
en	finance	blog	3.44
en	marketing_business	blogg	3.21
en	fiction	blond	4.71
en	sante	blood	2.77
en	sport_nutrition	blood	1.49
en	fiction	bloodsport	6.28
en	images_ia	bloom	4.35
en	images_ia	blossom	4.19
en	images_ia	blous	4.80
en	fiction	blow	3.37
en	images_ia	blu	1.00
en	images_ia	blurry	3.76
en	web	blush	2.76
en	fiction	blyt	5.72
en	droit	board	1.29
en	voyage	boat	1.44
en	fiction	bodi	3.47
en	sport_nutrition	body	1.36
en	web	body	1.32
en	sport_nutrition	bodybuild	3.69
en	fiction	bodysuit	5.39
en	sport_nutrition	bodyweight	7.77
en	cuisine	boil	3.61
en	jeux_video	boil	1.51
en	sciences	boil	1.46
en	finance	bold	3.83
en	histoire_societe	bomb	2.52
en	fiction	bombshell	5.46
en	cuisine	bon	1.10
en	philosophie_religion	bon	1.18
en	sante	bon	2.42
en	finance	bond	1.77
en	sciences	bond	2.59
en	images_ia	book	1.40
en	voyage	book	1.46
en	programmation	bool	5.51
en	programmation	boolean	3.96
en	marketing_business	boost	1.63
en	sport_nutrition	boost	1.11
en	web	boost	1.18
en	informatique_materiel	boot	2.11
en	web	bootstrap	4.75
en	histoire_societe	bord	1.27
en	web	bord	3.00
en	fiction	bored	4.34
en	fiction	boredom	5.58
en	fiction	boring	4.69
en	fiction	born	2.91
en	finance	borrow	3.29
en	fiction	bos	2.57
en	redaction_pro	bos	1.19
en	programmation	bot	1.89
en	images_ia	botanical	6.35
en	web	bottom	2.62
en	marketing_business	bought	2.49
en	fiction	bounc	3.13
en	maths	bound	1.34
en	philosophie_religion	bound	1.99
en	maths	boundary	2.10
en	images_ia	bouquet	6.30
en	fiction	bow	3.27
en	sante	bowel	2.59
en	cuisine	bowl	2.55
en	web	box	1.20
en	fiction	boy	3.41
en	relations_psychologie	boyfriend	3.54
en	musique	bpm	4.53
en	images_ia	bracket	3.83
en	donnees_ia	brain	1.01
en	sante	brain	2.16
en	images_ia	brainstorm	1.80
en	droit	branch	1.34
en	programmation	branch	1.03
en	marketing_business	brand	4.32
en	fiction	brav	3.37
en	fiction	brawl	4.62
en	histoire_societe	brazil	3.15
en	langues_traduction	brazilian	2.11
en	droit	breach	4.04
en	cuisine	bread	4.59
en	langues_traduction	breakdown	1.63
en	cuisine	breakfast	2.71
en	sport_nutrition	breakfast	2.27
en	relations_psychologie	breakup	4.99
en	sante	breast	2.08
en	fiction	breath	2.89
en	sante	breath	1.16
en	voyage	breathtak	2.72
en	animaux	breed	4.15
en	animaux	breez	3.04
en	web	brev	4.48
en	images_ia	brew	3.29
en	marketing_business	brew	1.39
en	musique	bridg	1.04
en	histoire_societe	brief	1.35
en	donnees_ia	briefly	1.27
en	fiction	bright	2.54
en	histoire_societe	britain	3.61
en	histoire_societe	british	2.61
en	musique	british	1.15
en	cinema_series	bro	2.19
en	jeux_video	bro	1.88
en	histoire_societe	broad	1.29
en	finance	brok	1.14
en	fiction	broth	3.35
en	fiction	brothel	5.37
en	droit	brought	1.66
en	fiction	brought	2.42
en	fiction	brown	2.42
en	sciences	brown	1.59
en	informatique_materiel	brows	1.24
en	web	brows	2.07
en	fiction	brun	4.94
en	images_ia	brushwork	6.47
en	web	btn	4.25
en	programmation	bubbl	1.09
en	fiction	bubbly	4.36
en	images_ia	bud	3.20
en	philosophie_religion	buddhism	3.67
en	finance	budget	1.71
en	marketing_business	budget	1.58
en	voyage	budget	1.56
en	programmation	buf	5.64
en	programmation	buff	1.90
en	sport_nutrition	buff	1.41
en	programmation	bug	1.30
en	fiction	bulg	3.87
en	sport_nutrition	bulk	3.82
en	emploi_carriere	bullet	1.21
en	marketing_business	bullet	1.38
en	fiction	bulli	4.35
en	fiction	bully	3.40
en	programmation	bundl	1.27
en	fiction	bunk	4.08
en	sante	burden	2.65
en	cuisine	burg	3.37
en	fiction	buri	3.90
en	sport_nutrition	burn	2.35
en	relations_psychologie	burnout	7.07
en	cuisine	burrito	4.43
en	fiction	burst	3.20
en	finance	burstines	7.15
en	voyage	bus	2.45
en	finance	busines	1.06
en	marketing_business	busines	2.44
en	finance	business	1.25
en	marketing_business	business	2.98
en	animaux	bust	2.24
en	fiction	busty	5.85
en	redaction_pro	busy	1.23
en	fiction	but	1.72
en	cuisine	butt	1.14
en	web	butt	2.24
en	animaux	buttercup	5.41
en	finance	buy	1.56
en	marketing_business	buy	1.18
en	images_ia	buyer	4.62
en	finance	buying	1.63
en	marketing_business	buying	2.00
en	animaux	buzz	3.27
en	programmation	byt	3.81
en	sciences	c4eeff	6.56
en	cuisine	cabbag	4.67
en	informatique_materiel	cabl	1.79
en	redaction_pro	cabl	2.05
en	informatique_materiel	cach	1.36
en	programmation	cach	2.44
en	images_ia	caf	3.28
en	images_ia	caffein	4.07
en	fiction	cag	3.76
en	voyage	cairo	4.00
en	cuisine	cak	3.64
en	sciences	calcium	2.90
en	sport_nutrition	calcium	4.23
en	maths	calculat	3.95
en	finance	calculati	1.09
en	maths	calculati	2.99
en	sciences	calculati	1.49
en	programmation	calculator	1.88
en	maths	calculu	4.17
en	redaction_pro	calendar	1.85
en	droit	california	2.50
en	histoire_societe	california	1.38
en	sport_nutrition	calisthenic	6.01
en	programmation	callback	3.83
en	fiction	calm	3.06
en	sport_nutrition	calori	7.00
en	fiction	cam	2.53
en	images_ia	camera	1.81
en	informatique_materiel	camera	1.00
en	fiction	camp	2.69
en	voyage	camp	1.01
en	marketing_business	campaign	2.89
en	education	campus	2.65
en	droit	canada	1.58
en	finance	canada	1.35
en	histoire_societe	canada	1.69
en	finance	canadian	1.82
en	histoire_societe	canadian	2.08
en	sante	canc	4.86
en	redaction_pro	cancel	1.97
en	emploi_carriere	candidat	3.01
en	redaction_pro	candidat	1.95
en	cuisine	candy	1.96
en	programmation	cannot	1.08
en	images_ia	canva	3.59
en	images_ia	canvas	7.24
en	donnees_ia	capabiliti	1.21
en	marketing_business	capabiliti	1.36
en	sante	capabiliti	1.27
en	sante	capability	2.39
en	droit	capacity	1.92
en	finance	capital	2.93
en	histoire_societe	capital	1.74
en	histoire_societe	capitalism	3.08
en	histoire_societe	capitalist	4.54
en	fiction	captain	3.43
en	marketing_business	capti	2.97
en	images_ia	captivat	2.43
en	sante	car	1.11
en	sciences	carb	3.93
en	sport_nutrition	carb	1.93
en	sciences	carbid	4.61
en	sport_nutrition	carbohydrat	6.04
en	cuisine	carbonara	6.63
en	animaux	carburettor	7.18
en	sante	cardiac	3.90
en	sport_nutrition	cardio	5.30
en	sante	cardiovascular	5.27
en	emploi_carriere	care	4.36
en	fiction	caring	3.28
en	web	carol	3.72
en	histoire_societe	carolina	3.15
en	cuisine	carrot	4.50
en	droit	carry	1.05
en	cinema_series	carto	2.74
en	images_ia	carto	1.41
en	animaux	cartooncharactersrockz	7.98
en	droit	cas	1.93
en	finance	cash	3.76
en	animaux	cast	1.71
en	cinema_series	cast	1.03
en	images_ia	castl	1.18
en	fiction	casually	3.52
en	animaux	cat	4.77
en	sciences	catalyst	3.32
en	sciences	catalytic	4.26
en	programmation	catch	1.19
en	marketing_business	catchy	3.01
en	musique	catchy	2.17
en	donnees_ia	categori	1.02
en	donnees_ia	categorical	6.22
en	cuisine	cater	1.82
en	marketing_business	cater	2.62
en	fiction	catfight	6.42
en	images_ia	cathedral	3.96
en	philosophie_religion	catholic	4.49
en	sciences	cati	4.84
en	fiction	caught	3.59
en	sante	caus	1.91
en	fiction	cav	3.53
en	web	ccc	3.50
en	histoire_societe	ccp	4.23
